id,class
2499,neg
2500,neg
2501,neg
2502,neg
2503,neg
2504,pos
2505,neg
2506,neg
2507,neg
2508,neg
2509,neg
2510,neg
2511,neg
2512,pos
2513,pos
2514,neg
2515,neg
2516,neg
2517,neg
2518,neg
2519,neg
2520,neg
2521,neg
2522,neg
2523,neg
2524,neg
2525,neg
2526,neg
2527,pos
2528,neg
2529,pos
2530,neg
2531,neg
2532,pos
2533,neg
2534,neg
2535,neg
2536,neg
2537,neg
2538,pos
2539,neg
2540,neg
2541,pos
2542,neg
2543,pos
2544,neg
2545,pos
2546,pos
2547,neg
2548,neg
2549,neg
2550,neg
2551,neg
2552,neg
2553,neg
2554,neg
2555,neg
2556,neg
2557,neg
2558,neg
2559,neg
2560,neg
2561,pos
2562,pos
2563,pos
2564,neg
2565,neg
2566,neg
2567,neg
2568,neg
2569,neg
2570,pos
2571,pos
2572,pos
2573,neg
2574,neg
2575,neg
2576,neg
2577,neg
2578,neg
2579,neg
2580,neg
2581,neg
2582,neg
2583,neg
2584,neg
2585,pos
2586,neg
2587,neg
2588,pos
2589,neg
2590,neg
2591,neg
2592,neg
2593,neg
2594,neg
2595,neg
2596,pos
2597,neg
2598,neg
2599,neg
2600,neg
2601,neg
2602,neg
2603,neg
2604,neg
2605,neg
2606,neg
2607,neg
2608,neg
2609,neg
2610,neg
2611,neg
2612,neg
2613,pos
2614,neg
2615,neg
2616,neg
2617,neg
2618,neg
2619,neg
2620,neg
2621,neg
2622,neg
2623,pos
2624,neg
2625,neg
2626,neg
2627,neg
2628,neg
2629,pos
2630,neg
2631,neg
2632,neg
2633,neg
2634,neg
2635,neg
2636,neg
2637,neg
2638,neg
2639,neg
2640,pos
2641,neg
2642,neg
2643,neg
2644,neg
2645,neg
2646,neg
2647,pos
2648,neg
2649,neg
2650,neg
2651,neg
2652,neg
2653,neg
2654,neg
2655,neg
2656,neg
2657,neg
2658,neg
2659,pos
2660,neg
2661,neg
2662,neg
2663,neg
2664,neg
2665,neg
2666,neg
2667,neg
2668,neg
2669,neg
2670,neg
2671,pos
2672,neg
2673,neg
2674,neg
2675,neg
2676,neg
2677,neg
2678,neg
2679,neg
2680,pos
2681,pos
2682,neg
2683,neg
2684,neg
2685,pos
2686,neg
2687,neg
2688,neg
2689,neg
2690,neg
2691,pos
2692,neg
2693,neg
2694,neg
2695,neg
2696,neg
2697,neg
2698,neg
2699,neg
2700,neg
2701,neg
2702,neg
2703,neg
2704,neg
2705,neg
2706,pos
2707,neg
2708,neg
2709,neg
2710,pos
2711,neg
2712,neg
2713,neg
2714,neg
2715,neg
2716,neg
2717,neg
2718,neg
2719,neg
2720,neg
2721,neg
2722,pos
2723,neg
2724,neg
2725,neg
2726,neg
2727,neg
2728,neg
2729,neg
2730,neg
2731,neg
2732,neg
2733,neg
2734,neg
2735,neg
2736,neg
2737,neg
2738,neg
2739,neg
2740,neg
2741,neg
2742,neg
2743,neg
2744,neg
2745,neg
2746,neg
2747,neg
2748,neg
2749,neg
2750,neg
2751,neg
2752,neg
2753,neg
2754,neg
2755,neg
2756,neg
2757,neg
2758,neg
2759,neg
2760,neg
2761,neg
2762,neg
2763,neg
2764,neg
2765,neg
2766,neg
2767,neg
2768,neg
2769,neg
2770,neg
2771,neg
2772,neg
2773,neg
2774,pos
2775,pos
2776,pos
2777,neg
2778,neg
2779,pos
2780,neg
2781,neg
2782,pos
2783,neg
2784,pos
2785,neg
2786,neg
2787,neg
2788,neg
2789,neg
2790,neg
2791,neg
2792,neg
2793,neg
2794,neg
2795,neg
2796,neg
2797,neg
2798,neg
2799,pos
2800,pos
2801,pos
2802,neg
2803,neg
2804,neg
2805,neg
2806,neg
2807,neg
2808,neg
2809,neg
2810,neg
2811,neg
2812,neg
2813,neg
2814,neg
2815,neg
2816,neg
2817,neg
2818,pos
2819,neg
2820,neg
2821,neg
2822,neg
2823,neg
2824,neg
2825,neg
2826,neg
2827,neg
2828,pos
2829,neg
2830,neg
2831,pos
2832,neg
2833,neg
2834,neg
2835,pos
2836,neg
2837,neg
2838,neg
2839,neg
2840,neg
2841,neg
2842,neg
2843,neg
2844,neg
2845,pos
2846,neg
2847,neg
2848,neg
2849,neg
2850,neg
2851,neg
2852,neg
2853,neg
2854,neg
2855,neg
2856,neg
2857,pos
2858,neg
2859,neg
2860,neg
2861,neg
2862,neg
2863,pos
2864,neg
2865,neg
2866,pos
2867,pos
2868,neg
2869,neg
2870,pos
2871,neg
2872,neg
2873,neg
2874,neg
2875,neg
2876,neg
2877,neg
2878,neg
2879,neg
2880,neg
2881,neg
2882,neg
2883,neg
2884,neg
2885,neg
2886,neg
2887,neg
2888,neg
2889,neg
2890,neg
2891,pos
2892,neg
2893,neg
2894,neg
2895,neg
2896,neg
2897,neg
2898,neg
2899,neg
2900,neg
2901,neg
2902,pos
2903,neg
2904,neg
2905,neg
2906,neg
2907,neg
2908,neg
2909,neg
2910,neg
2911,neg
2912,neg
2913,neg
2914,neg
2915,neg
2916,neg
2917,neg
2918,neg
2919,neg
2920,neg
2921,neg
2922,neg
2923,neg
2924,neg
2925,neg
2926,neg
2927,neg
2928,neg
2929,neg
2930,neg
2931,neg
2932,neg
2933,neg
2934,neg
2935,pos
2936,pos
2937,pos
2938,neg
2939,neg
2940,neg
2941,pos
2942,neg
2943,neg
2944,neg
2945,neg
2946,neg
2947,neg
2948,pos
2949,neg
2950,pos
2951,neg
2952,pos
2953,neg
2954,neg
2955,pos
2956,neg
2957,neg
2958,neg
2959,neg
2960,neg
2961,neg
2962,neg
2963,neg
2964,neg
2965,neg
2966,neg
2967,neg
2968,neg
2969,neg
2970,pos
2971,neg
2972,pos
2973,neg
2974,neg
2975,neg
2976,pos
2977,neg
2978,neg
2979,neg
2980,neg
2981,neg
2982,neg
2983,neg
2984,pos
2985,neg
2986,neg
2987,neg
2988,neg
2989,neg
2990,neg
2991,neg
2992,neg
2993,neg
2994,neg
2995,pos
2996,pos
2997,neg
2998,pos
2999,neg
3000,neg
3001,neg
3002,neg
3003,neg
3004,neg
3005,neg
3006,neg
3007,neg
3008,neg
3009,neg
3010,neg
3011,pos
3012,pos
3013,neg
3014,neg
3015,neg
3016,neg
3017,neg
3018,pos
3019,neg
3020,neg
3021,neg
3022,neg
3023,neg
3024,pos
3025,pos
3026,neg
3027,pos
3028,neg
3029,neg
3030,neg
3031,neg
3032,neg
3033,neg
3034,neg
3035,neg
3036,neg
3037,pos
3038,neg
3039,neg
3040,neg
3041,neg
3042,pos
3043,neg
3044,neg
3045,pos
3046,pos
3047,neg
3048,pos
3049,neg
3050,pos
3051,neg
3052,neg
3053,neg
3054,neg
3055,neg
3056,neg
3057,neg
3058,pos
3059,pos
3060,neg
3061,neg
3062,neg
3063,neg
3064,neg
3065,neg
3066,neg
3067,pos
3068,neg
3069,pos
3070,neg
3071,neg
3072,pos
3073,neg
3074,neg
3075,neg
3076,pos
3077,pos
3078,neg
3079,neg
3080,neg
3081,neg
3082,neg
3083,neg
3084,neg
3085,neg
3086,neg
3087,neg
3088,neg
3089,neg
3090,neg
3091,neg
3092,neg
3093,neg
3094,pos
3095,pos
3096,pos
3097,neg
3098,neg
3099,neg
3100,pos
3101,neg
3102,neg
3103,neg
3104,neg
3105,neg
3106,pos
3107,neg
3108,neg
3109,neg
3110,pos
3111,neg
3112,neg
3113,neg
3114,neg
3115,neg
3116,neg
3117,neg
3118,pos
3119,neg
3120,neg
3121,pos
3122,neg
3123,pos
3124,pos
3125,neg
3126,neg
3127,neg
3128,neg
3129,neg
3130,neg
3131,pos
3132,pos
3133,neg
3134,neg
3135,neg
3136,pos
3137,neg
3138,neg
3139,neg
3140,neg
3141,neg
3142,neg
3143,neg
3144,neg
3145,neg
3146,neg
3147,neg
3148,neg
3149,neg
3150,neg
3151,neg
3152,pos
3153,neg
3154,neg
3155,pos
3156,neg
3157,neg
3158,neg
3159,neg
3160,neg
3161,neg
3162,neg
3163,neg
3164,neg
3165,pos
3166,neg
3167,neg
3168,neg
3169,pos
3170,neg
3171,pos
3172,neg
3173,neg
3174,neg
3175,pos
3176,neg
3177,pos
3178,neg
3179,neg
3180,neg
3181,neg
3182,neg
3183,neg
3184,neg
3185,neg
3186,neg
3187,neg
3188,neg
3189,neg
3190,neg
3191,neg
3192,neg
3193,neg
3194,pos
3195,neg
3196,neg
3197,neg
3198,neg
3199,neg
3200,pos
3201,neg
3202,neg
3203,neg
3204,pos
3205,neg
3206,neg
3207,neg
3208,neg
3209,neg
3210,neg
3211,neg
3212,neg
3213,pos
3214,neg
3215,neg
3216,neg
3217,neg
3218,neg
3219,neg
3220,neg
3221,neg
3222,neg
3223,neg
3224,neg
3225,neg
3226,pos
3227,neg
3228,pos
3229,pos
3230,neg
3231,neg
3232,neg
3233,neg
3234,neg
3235,neg
3236,neg
3237,neg
3238,neg
3239,neg
3240,neg
3241,neg
3242,neg
3243,neg
3244,pos
3245,neg
3246,neg
3247,neg
3248,neg
3249,neg
3250,neg
3251,neg
3252,pos
3253,neg
3254,pos
3255,neg
3256,pos
3257,neg
3258,neg
3259,pos
3260,neg
3261,neg
3262,neg
3263,neg
3264,neg
3265,neg
3266,neg
3267,pos
3268,neg
3269,neg
3270,neg
3271,neg
3272,neg
3273,neg
3274,neg
3275,neg
3276,neg
3277,neg
3278,neg
3279,pos
3280,neg
3281,neg
3282,pos
3283,neg
3284,neg
3285,neg
3286,neg
3287,neg
3288,pos
3289,neg
3290,neg
3291,neg
3292,neg
3293,neg
3294,pos
3295,pos
3296,pos
3297,neg
3298,neg
3299,neg
3300,neg
3301,neg
3302,neg
3303,neg
3304,neg
3305,neg
3306,neg
3307,neg
3308,neg
3309,neg
3310,pos
3311,neg
3312,neg
3313,neg
3314,neg
3315,pos
3316,pos
3317,pos
3318,pos
3319,neg
3320,neg
3321,neg
3322,neg
3323,neg
3324,neg
3325,pos
3326,neg
3327,neg
3328,neg
3329,neg
3330,neg
3331,neg
3332,neg
3333,neg
3334,neg
3335,neg
3336,neg
3337,pos
3338,neg
3339,pos
3340,neg
3341,neg
3342,neg
3343,neg
3344,neg
3345,neg
3346,neg
3347,pos
3348,neg
3349,neg
3350,neg
3351,neg
3352,neg
3353,neg
3354,neg
3355,neg
3356,neg
3357,neg
3358,neg
3359,neg
3360,neg
3361,pos
3362,pos
3363,neg
3364,pos
3365,pos
3366,pos
3367,neg
3368,neg
3369,pos
3370,pos
3371,neg
3372,neg
3373,neg
3374,neg
3375,neg
3376,neg
3377,pos
3378,pos
3379,neg
3380,neg
3381,neg
3382,neg
3383,neg
3384,neg
3385,neg
3386,neg
3387,pos
3388,pos
3389,neg
3390,neg
3391,neg
3392,neg
3393,neg
3394,neg
3395,neg
3396,neg
3397,neg
3398,neg
3399,neg
3400,pos
3401,neg
3402,neg
3403,neg
3404,pos
3405,neg
3406,neg
3407,pos
3408,neg
3409,neg
3410,neg
3411,neg
3412,neg
3413,neg
3414,neg
3415,neg
3416,neg
3417,neg
3418,neg
3419,pos
3420,neg
3421,neg
3422,neg
3423,pos
3424,neg
3425,neg
3426,neg
3427,neg
3428,neg
3429,neg
3430,neg
3431,neg
3432,neg
3433,neg
3434,pos
3435,pos
3436,neg
3437,neg
3438,neg
3439,neg
3440,neg
3441,neg
3442,neg
3443,neg
3444,neg
3445,neg
3446,pos
3447,neg
3448,neg
3449,neg
3450,neg
3451,neg
3452,neg
3453,neg
3454,neg
3455,pos
3456,pos
3457,neg
3458,neg
3459,neg
3460,neg
3461,neg
3462,neg
3463,neg
3464,neg
3465,neg
3466,pos
3467,neg
3468,neg
3469,neg
3470,neg
3471,neg
3472,pos
3473,neg
3474,neg
3475,neg
3476,neg
3477,neg
3478,neg
3479,neg
3480,neg
3481,neg
3482,neg
3483,pos
3484,neg
3485,neg
3486,neg
3487,neg
3488,pos
3489,neg
3490,neg
3491,neg
3492,pos
3493,neg
3494,neg
3495,neg
3496,neg
3497,neg
3498,neg
3499,pos
3500,neg
3501,neg
3502,neg
3503,neg
3504,neg
3505,neg
3506,pos
3507,neg
3508,neg
3509,neg
3510,neg
3511,neg
3512,pos
3513,pos
3514,pos
3515,neg
3516,neg
3517,neg
3518,neg
3519,neg
3520,neg
3521,pos
3522,neg
3523,neg
3524,neg
3525,neg
3526,neg
3527,neg
3528,neg
3529,pos
3530,neg
3531,neg
3532,pos
3533,neg
3534,neg
3535,neg
3536,neg
3537,neg
3538,neg
3539,neg
3540,neg
3541,neg
3542,neg
3543,neg
3544,neg
3545,neg
3546,neg
3547,neg
3548,pos
3549,neg
3550,neg
3551,neg
3552,neg
3553,neg
3554,pos
3555,neg
3556,neg
3557,neg
3558,neg
3559,neg
3560,neg
3561,neg
3562,neg
3563,neg
3564,neg
3565,neg
3566,neg
3567,neg
3568,neg
3569,neg
3570,neg
3571,neg
3572,neg
3573,pos
3574,pos
3575,neg
3576,neg
3577,neg
3578,neg
3579,neg
3580,neg
3581,neg
3582,pos
3583,neg
3584,neg
3585,neg
3586,neg
3587,neg
3588,neg
3589,neg
3590,neg
3591,pos
3592,neg
3593,neg
3594,neg
3595,neg
3596,neg
3597,neg
3598,neg
3599,neg
3600,neg
3601,neg
3602,neg
3603,neg
3604,neg
3605,neg
3606,neg
3607,pos
3608,neg
3609,neg
3610,pos
3611,neg
3612,neg
3613,pos
3614,neg
3615,neg
3616,pos
3617,neg
3618,neg
3619,neg
3620,pos
3621,neg
3622,neg
3623,neg
3624,neg
3625,neg
3626,neg
3627,neg
3628,pos
3629,neg
3630,neg
3631,neg
3632,neg
3633,neg
3634,pos
3635,neg
3636,neg
3637,neg
3638,neg
3639,neg
3640,neg
3641,pos
3642,neg
3643,neg
3644,neg
3645,neg
3646,neg
3647,neg
3648,neg
3649,neg
3650,pos
3651,neg
3652,pos
3653,neg
3654,neg
3655,neg
3656,neg
3657,pos
3658,neg
3659,neg
3660,neg
3661,neg
3662,neg
3663,neg
3664,neg
3665,neg
3666,neg
3667,neg
3668,neg
3669,neg
3670,neg
3671,neg
3672,neg
3673,neg
3674,neg
3675,neg
3676,neg
3677,neg
3678,neg
3679,neg
3680,neg
3681,neg
3682,neg
3683,neg
3684,neg
3685,neg
3686,pos
3687,neg
3688,neg
3689,neg
3690,neg
3691,neg
3692,neg
3693,neg
3694,pos
3695,neg
3696,neg
3697,pos
3698,neg
3699,neg
3700,neg
3701,neg
3702,pos
3703,neg
3704,pos
3705,neg
3706,neg
3707,neg
3708,neg
3709,pos
3710,neg
3711,neg
3712,neg
3713,neg
3714,neg
3715,neg
3716,neg
3717,neg
3718,neg
3719,neg
3720,neg
3721,neg
3722,neg
3723,neg
3724,neg
3725,neg
3726,neg
3727,neg
3728,neg
3729,neg
3730,pos
3731,neg
3732,pos
3733,neg
3734,pos
3735,neg
3736,neg
3737,neg
3738,neg
3739,neg
3740,neg
3741,neg
3742,neg
3743,neg
3744,pos
3745,neg
3746,neg
3747,neg
3748,neg
3749,neg
3750,neg
3751,neg
3752,neg
3753,neg
3754,neg
3755,neg
3756,neg
3757,neg
3758,neg
3759,neg
3760,neg
3761,neg
3762,neg
3763,pos
3764,neg
3765,neg
3766,neg
3767,pos
3768,neg
3769,neg
3770,neg
3771,neg
3772,neg
3773,neg
3774,neg
3775,pos
3776,neg
3777,neg
3778,neg
3779,neg
3780,pos
3781,pos
3782,neg
3783,neg
3784,neg
3785,pos
3786,neg
3787,neg
3788,pos
3789,pos
3790,neg
3791,neg
3792,neg
3793,neg
3794,neg
3795,neg
3796,neg
3797,neg
3798,neg
3799,neg
3800,neg
3801,neg
3802,neg
3803,pos
3804,neg
3805,neg
3806,neg
3807,pos
3808,neg
3809,neg
3810,neg
3811,neg
3812,neg
3813,neg
3814,pos
3815,pos
3816,neg
3817,pos
3818,pos
3819,neg
3820,neg
3821,neg
3822,neg
3823,neg
3824,neg
3825,neg
3826,neg
3827,pos
3828,neg
3829,neg
3830,neg
3831,neg
3832,neg
3833,neg
3834,neg
3835,neg
3836,neg
3837,neg
3838,neg
3839,neg
3840,neg
3841,pos
3842,neg
3843,neg
3844,neg
3845,pos
3846,neg
3847,pos
3848,neg
3849,neg
3850,neg
3851,neg
3852,neg
3853,neg
3854,neg
3855,neg
3856,neg
3857,neg
3858,neg
3859,neg
3860,neg
3861,neg
3862,neg
3863,neg
3864,neg
3865,neg
3866,neg
3867,neg
3868,neg
3869,neg
3870,neg
3871,neg
3872,neg
3873,neg
3874,pos
3875,pos
3876,neg
3877,neg
3878,neg
3879,neg
3880,neg
3881,neg
3882,neg
3883,neg
3884,neg
3885,neg
3886,neg
3887,neg
3888,neg
3889,neg
3890,neg
3891,neg
3892,neg
3893,neg
3894,pos
3895,neg
3896,neg
3897,neg
3898,neg
3899,neg
3900,neg
3901,neg
3902,neg
3903,pos
3904,neg
3905,neg
3906,pos
3907,pos
3908,neg
3909,neg
3910,neg
3911,neg
3912,neg
3913,pos
3914,neg
3915,neg
3916,pos
3917,pos
3918,neg
3919,neg
3920,neg
3921,neg
3922,neg
3923,neg
3924,neg
3925,neg
3926,neg
3927,neg
3928,neg
3929,neg
3930,pos
3931,neg
3932,pos
3933,neg
3934,neg
3935,neg
3936,neg
3937,pos
3938,neg
3939,neg
3940,neg
3941,neg
3942,neg
3943,neg
3944,neg
3945,pos
3946,neg
3947,neg
3948,pos
3949,neg
3950,neg
3951,neg
3952,neg
3953,neg
3954,neg
3955,neg
3956,neg
3957,neg
3958,neg
3959,neg
3960,pos
3961,neg
3962,pos
3963,neg
3964,neg
3965,neg
3966,neg
3967,neg
3968,pos
3969,neg
3970,pos
3971,neg
3972,neg
3973,pos
3974,neg
3975,neg
3976,neg
3977,neg
3978,neg
3979,neg
3980,pos
3981,pos
3982,pos
3983,pos
3984,neg
3985,neg
3986,neg
3987,neg
3988,neg
3989,pos
3990,neg
3991,neg
3992,neg
3993,neg
3994,neg
3995,neg
3996,neg
3997,neg
3998,neg
3999,neg
4000,neg
4001,neg
4002,neg
4003,neg
4004,neg
4005,neg
4006,neg
4007,neg
4008,neg
4009,pos
4010,pos
4011,neg
4012,pos
4013,neg
4014,pos
4015,neg
4016,neg
4017,neg
4018,neg
4019,neg
4020,neg
4021,neg
4022,neg
4023,neg
4024,neg
4025,neg
4026,neg
4027,neg
4028,neg
4029,neg
4030,neg
4031,neg
4032,neg
4033,neg
4034,neg
4035,neg
4036,neg
4037,neg
4038,pos
4039,neg
4040,neg
4041,neg
4042,neg
4043,neg
4044,neg
4045,neg
4046,neg
4047,neg
4048,neg
4049,pos
4050,neg
4051,pos
4052,neg
4053,neg
4054,neg
4055,neg
4056,pos
4057,neg
4058,neg
4059,neg
4060,neg
4061,neg
4062,neg
4063,neg
4064,neg
4065,neg
4066,neg
4067,pos
4068,neg
4069,neg
4070,pos
4071,neg
4072,neg
4073,neg
4074,neg
4075,neg
4076,neg
4077,neg
4078,neg
4079,neg
4080,neg
4081,neg
4082,neg
4083,neg
4084,neg
4085,neg
4086,neg
4087,neg
4088,neg
4089,pos
4090,neg
4091,neg
4092,neg
4093,neg
4094,neg
4095,neg
4096,pos
4097,neg
4098,neg
4099,neg
4100,neg
4101,neg
4102,neg
4103,neg
4104,neg
4105,neg
4106,pos
4107,pos
4108,neg
4109,pos
4110,neg
4111,neg
4112,neg
4113,neg
4114,neg
4115,neg
4116,neg
4117,neg
4118,neg
4119,neg
4120,neg
4121,neg
4122,neg
4123,neg
4124,neg
4125,neg
4126,neg
4127,neg
4128,pos
4129,neg
4130,neg
4131,neg
4132,neg
4133,pos
4134,neg
4135,neg
4136,neg
4137,pos
4138,neg
4139,neg
4140,neg
4141,neg
4142,pos
4143,neg
4144,neg
4145,neg
4146,neg
4147,neg
4148,neg
4149,neg
4150,neg
4151,pos
4152,pos
4153,neg
4154,neg
4155,neg
4156,neg
4157,neg
4158,neg
4159,neg
4160,pos
4161,neg
4162,neg
4163,neg
4164,neg
4165,pos
4166,neg
4167,neg
4168,pos
4169,neg
4170,neg
4171,neg
4172,neg
4173,neg
4174,pos
4175,neg
4176,pos
4177,neg
4178,neg
4179,neg
4180,neg
4181,neg
4182,neg
4183,pos
4184,neg
4185,pos
4186,pos
4187,neg
4188,pos
4189,neg
4190,neg
4191,neg
4192,neg
4193,neg
4194,neg
4195,neg
4196,neg
4197,neg
4198,neg
4199,neg
4200,neg
4201,neg
4202,neg
4203,neg
4204,pos
4205,neg
4206,neg
4207,neg
4208,neg
4209,neg
4210,neg
4211,pos
4212,neg
4213,neg
4214,neg
4215,neg
4216,neg
4217,neg
4218,neg
4219,neg
4220,neg
4221,pos
4222,neg
4223,neg
4224,neg
4225,neg
4226,neg
4227,neg
4228,neg
4229,neg
4230,pos
4231,neg
4232,pos
4233,neg
4234,neg
4235,neg
4236,pos
4237,neg
4238,neg
4239,neg
4240,neg
4241,pos
4242,pos
4243,neg
4244,neg
4245,neg
4246,neg
4247,neg
4248,neg
4249,neg
4250,pos
4251,neg
4252,neg
4253,neg
4254,neg
4255,neg
4256,neg
4257,neg
4258,neg
4259,neg
4260,neg
4261,neg
4262,pos
4263,neg
4264,pos
4265,pos
4266,neg
4267,neg
4268,neg
4269,pos
4270,neg
4271,pos
4272,neg
4273,pos
4274,pos
4275,neg
4276,pos
4277,neg
4278,neg
4279,neg
4280,neg
4281,neg
4282,neg
4283,neg
4284,neg
4285,neg
4286,neg
4287,neg
4288,neg
4289,pos
4290,neg
4291,neg
4292,neg
4293,pos
4294,neg
4295,neg
4296,neg
4297,neg
4298,pos
4299,neg
4300,neg
4301,neg
4302,neg
4303,neg
4304,neg
4305,neg
4306,neg
4307,neg
4308,neg
4309,neg
4310,neg
4311,neg
4312,pos
4313,neg
4314,neg
4315,neg
4316,neg
4317,neg
4318,pos
4319,neg
4320,neg
4321,neg
4322,neg
4323,neg
4324,neg
4325,neg
4326,neg
4327,neg
4328,neg
4329,neg
4330,neg
4331,neg
4332,neg
4333,neg
4334,neg
4335,neg
4336,neg
4337,neg
4338,neg
4339,neg
4340,neg
4341,pos
4342,neg
4343,neg
4344,neg
4345,pos
4346,pos
4347,neg
4348,neg
4349,neg
4350,neg
4351,neg
4352,neg
4353,neg
4354,neg
4355,neg
4356,neg
4357,neg
4358,neg
4359,neg
4360,neg
4361,neg
4362,neg
4363,neg
4364,neg
4365,neg
4366,pos
4367,neg
4368,pos
4369,neg
4370,neg
4371,neg
4372,neg
4373,neg
4374,neg
4375,neg
4376,neg
4377,neg
4378,neg
4379,neg
4380,neg
4381,neg
4382,neg
4383,neg
4384,neg
4385,pos
4386,neg
4387,neg
4388,neg
4389,neg
4390,pos
4391,pos
4392,neg
4393,neg
4394,neg
4395,neg
4396,neg
4397,neg
4398,pos
4399,neg
4400,pos
4401,neg
4402,neg
4403,neg
4404,neg
4405,neg
4406,pos
4407,neg
4408,neg
4409,neg
4410,neg
4411,neg
4412,neg
4413,pos
4414,neg
4415,pos
4416,pos
4417,neg
4418,neg
4419,neg
4420,pos
4421,neg
4422,neg
4423,neg
4424,neg
4425,neg
4426,neg
4427,neg
4428,neg
4429,pos
4430,neg
4431,neg
4432,neg
4433,neg
4434,neg
4435,neg
4436,pos
4437,neg
4438,neg
4439,neg
4440,neg
4441,neg
4442,neg
4443,neg
4444,neg
4445,neg
4446,neg
4447,pos
4448,neg
4449,neg
4450,neg
4451,neg
4452,neg
4453,neg
4454,neg
4455,neg
4456,neg
4457,neg
4458,neg
4459,neg
4460,neg
4461,neg
4462,neg
4463,neg
4464,pos
4465,neg
4466,neg
4467,neg
4468,pos
4469,neg
4470,neg
4471,neg
4472,neg
4473,pos
4474,neg
4475,neg
4476,neg
4477,neg
4478,neg
4479,neg
4480,pos
4481,neg
4482,neg
4483,neg
4484,pos
4485,neg
4486,neg
4487,neg
4488,pos
4489,neg
4490,neg
4491,neg
4492,neg
4493,neg
4494,neg
4495,neg
4496,pos
4497,pos
4498,neg
4499,neg
4500,pos
4501,neg
4502,neg
4503,neg
4504,neg
4505,neg
4506,neg
4507,neg
4508,neg
4509,pos
4510,neg
4511,neg
4512,neg
4513,pos
4514,neg
4515,neg
4516,neg
4517,pos
4518,neg
4519,neg
4520,neg
4521,pos
4522,neg
4523,neg
4524,neg
4525,neg
4526,neg
4527,pos
4528,neg
4529,neg
4530,pos
4531,neg
4532,neg
4533,neg
4534,neg
4535,neg
4536,neg
4537,neg
4538,pos
4539,pos
4540,neg
4541,pos
4542,pos
4543,neg
4544,pos
4545,neg
4546,neg
4547,pos
4548,neg
4549,pos
4550,neg
4551,neg
4552,neg
4553,neg
4554,pos
4555,neg
4556,neg
4557,neg
4558,pos
4559,neg
4560,neg
4561,neg
4562,neg
4563,neg
4564,neg
4565,pos
4566,neg
4567,neg
4568,neg
4569,neg
4570,neg
4571,neg
4572,neg
4573,neg
4574,neg
4575,neg
4576,neg
4577,neg
4578,neg
4579,pos
4580,pos
4581,pos
4582,pos
4583,neg
4584,neg
4585,neg
4586,neg
4587,neg
4588,neg
4589,neg
4590,pos
4591,neg
4592,neg
4593,neg
4594,neg
4595,neg
4596,neg
4597,neg
4598,neg
4599,neg
4600,neg
4601,neg
4602,pos
4603,pos
4604,pos
4605,neg
4606,neg
4607,neg
4608,neg
4609,pos
4610,neg
4611,neg
4612,neg
4613,neg
4614,neg
4615,neg
4616,neg
4617,neg
4618,neg
4619,neg
4620,neg
4621,pos
4622,neg
4623,neg
4624,neg
4625,neg
4626,neg
4627,neg
4628,neg
4629,neg
4630,neg
4631,neg
4632,pos
4633,neg
4634,neg
4635,neg
4636,neg
4637,neg
4638,neg
4639,neg
4640,neg
4641,neg
4642,neg
4643,neg
4644,neg
4645,neg
4646,pos
4647,pos
4648,pos
4649,neg
4650,neg
4651,pos
4652,neg
4653,neg
4654,neg
4655,pos
4656,neg
4657,neg
4658,neg
4659,neg
4660,neg
4661,neg
4662,neg
4663,pos
4664,neg
4665,neg
4666,neg
4667,neg
4668,neg
4669,neg
4670,neg
4671,neg
4672,pos
4673,neg
4674,neg
4675,neg
4676,neg
4677,neg
4678,neg
4679,neg
4680,pos
4681,pos
4682,neg
4683,pos
4684,neg
4685,neg
4686,neg
4687,neg
4688,neg
4689,neg
4690,neg
4691,neg
4692,pos
4693,neg
4694,neg
4695,pos
4696,pos
4697,neg
4698,neg
4699,neg
4700,neg
4701,neg
4702,neg
4703,pos
4704,neg
4705,neg
4706,neg
4707,neg
4708,neg
4709,neg
4710,neg
4711,neg
4712,neg
4713,neg
4714,neg
4715,neg
4716,neg
4717,neg
4718,pos
4719,neg
4720,neg
4721,neg
4722,neg
4723,neg
4724,neg
4725,neg
4726,neg
4727,neg
4728,neg
4729,neg
4730,neg
4731,neg
4732,neg
4733,neg
4734,pos
4735,neg
4736,pos
4737,neg
4738,neg
4739,neg
4740,pos
4741,neg
4742,neg
4743,neg
4744,neg
4745,pos
4746,neg
4747,pos
4748,pos
4749,neg
4750,pos
4751,neg
4752,pos
4753,neg
4754,neg
4755,neg
4756,pos
4757,pos
4758,neg
4759,neg
4760,neg
4761,neg
4762,neg
4763,neg
4764,neg
4765,neg
4766,neg
4767,neg
4768,neg
4769,neg
4770,neg
4771,neg
4772,neg
4773,neg
4774,neg
4775,neg
4776,neg
4777,neg
4778,neg
4779,neg
4780,pos
4781,neg
4782,neg
4783,pos
4784,neg
4785,pos
4786,pos
4787,neg
4788,neg
4789,neg
4790,neg
4791,neg
4792,neg
4793,pos
4794,neg
4795,pos
4796,neg
4797,neg
4798,neg
4799,neg
4800,neg
4801,neg
4802,neg
4803,neg
4804,neg
4805,neg
4806,neg
4807,neg
4808,pos
4809,neg
4810,pos
4811,neg
4812,neg
4813,neg
4814,neg
4815,neg
4816,neg
4817,neg
4818,neg
4819,neg
4820,neg
4821,neg
4822,neg
4823,neg
4824,neg
4825,neg
4826,pos
4827,neg
4828,neg
4829,neg
4830,neg
